STATE,CLUSTER,HOMEOWNR,GENDER,DATASRCE,RFA_2A,GEOCODE2,DOMAIN_A,DOMAIN_B,MINRDATE_MM,MAXRDATE_MM,LASTDATE_MM,FIRSTDATE_MM,HV3,HV4,ANC6,MHUC2,HPHONE_D,RFA_2F
MI,12,H,M,1,F,A,S,1,10,8,8,9,5,3,1,4,0,1
GA,49,H,F,3,F,D,R,2,10,1,1,7,2,1,0,2,1,2
other,51,H,F,2,F,D,R,3,10,1,1,10,2,1,0,2,0,2
other,39,U,F,1,G,B,T,2,1,2,3,4,3,2,0,2,1,1
FL,47,H,F,2,F,D,R,2,11,7,11,9,2,1,0,2,0,3
NC,36,U,F,3,E,C,T,2,10,5,11,10,2,2,0,3,1,3
MI,16,H,M,2,F,A,S,2,11,4,11,10,5,5,0,3,0,4
other,30,H,F,3,F,B,C,3,10,3,10,9,2,2,0,1,1,3
NC,11,U,M,2,E,B,S,1,10,2,2,10,5,6,0,4,0,4
other,46,H,F,3,F,D,R,2,4,2,8,2,3,2,1,2,0,2
GA,40,H,F,3,E,A,T,2,10,12,12,2,5,4,0,2,1,3
CA,12,H,M,2,E,A,S,1,3,2,2,3,11,10,0,2,0,3
WA,27,H,M,3,E,C,C,2,9,12,3,9,3,3,0,2,1,3
CA,21,H,M,3,G,A,S,3,2,2,2,2,5,6,0,3,0,1
IL,20,U,F,3,F,A,S,2,12,7,7,12,6,5,1,3,1,1
other,14,H,F,3,F,A,S,1,2,9,2,9,9,9,0,5,0,2
MO,49,H,F,3,F,C,R,2,3,1,3,1,2,2,0,2,1,2
other,21,U,F,3,G,B,S,3,1,11,11,1,5,5,0,2,1,1
other,24,H,M,2,F,A,C,1,3,11,11,3,6,6,1,2,1,1
NC,11,H,M,3,F,B,S,1,11,11,1,11,5,6,0,4,1,1
WA,28,H,M,2,F,A,C,2,10,5,5,10,3,2,0,2,0,1
CA,40,H,M,3,G,A,T,2,2,7,12,2,7,6,0,2,0,2
WA,18,H,F,3,G,A,S,2,1,10,10,1,4,4,0,2,1,2
IL,13,H,F,3,G,A,S,1,1,1,1,1,5,5,0,3,1,1
other,38,U,F,2,F,B,T,2,12,12,1,3,2,2,0,2,0,1
FL,41,H,M,2,G,A,T,3,10,12,12,10,3,2,0,1,0,1
other,10,H,M,3,E,A,U,4,6,5,6,2,0,0,0,0,0,4
NC,35,H,F,3,F,B,T,1,6,3,1,10,4,3,0,2,1,1
CA,24,H,M,3,F,A,C,1,4,2,5,4,6,6,0,2,0,1
CA,42,H,F,3,E,A,R,1,9,4,9,8,5,4,0,3,1,2
other,35,H,M,3,G,C,T,1,1,3,3,1,6,5,0,3,0,1
MI,21,H,F,3,E,A,S,3,9,12,12,9,4,3,1,3,1,3
CA,52,U,M,2,F,B,R,3,11,11,11,11,3,2,0,2,0,1
GA,18,H,F,3,F,A,S,2,3,1,1,9,6,5,0,3,1,1
WA,44,U,F,3,E,D,R,2,7,10,12,9,3,2,0,2,1,2
other,38,H,M,3,E,B,T,2,12,5,3,1,3,3,0,2,1,4
CA,2,H,M,2,F,A,U,1,1,6,6,1,9,9,0,2,0,1
other,40,H,F,3,E,C,R,2,7,12,12,7,3,3,0,3,1,3
other,17,H,F,3,D,A,S,2,10,9,3,2,4,4,0,2,1,3
other,45,U,M,3,E,D,R,2,11,10,12,1,2,2,0,2,1,4
other,36,U,other,1,F,B,T,2,9,4,11,9,2,2,0,2,1,1
IN,49,H,M,3,G,B,R,2,9,7,8,7,3,2,0,2,0,2
other,43,H,M,3,G,B,R,2,8,4,4,1,4,4,0,3,1,1
other,39,H,F,3,D,D,T,2,10,3,3,10,2,2,0,1,1,3
IL,49,H,M,3,F,D,R,2,7,2,2,7,2,1,1,2,1,2
other,40,H,F,3,F,D,T,2,4,12,2,9,4,3,0,2,1,4
FL,37,H,F,3,E,B,T,2,11,8,1,1,4,3,0,2,0,3
IL,1,H,M,2,G,A,U,1,10,2,2,10,6,7,0,5,0,2
other,23,H,F,3,G,B,C,1,2,2,2,2,3,3,0,2,0,1
MI,8,U,M,2,F,A,U,3,10,10,10,10,4,4,5,3,0,1
CA,8,H,F,3,E,A,U,3,1,5,2,1,7,7,0,2,1,3
other,43,U,M,3,D,A,R,2,1,6,1,1,3,3,0,3,0,3
other,23,H,F,3,F,B,C,1,9,12,2,12,5,5,0,3,1,1
other,39,U,F,2,G,B,T,2,12,2,12,2,3,3,0,3,0,1
CA,35,H,F,2,F,A,T,1,1,6,6,1,9,9,0,2,0,1
IL,48,H,M,3,G,B,R,2,9,11,2,9,2,2,0,2,1,2
MI,18,H,F,3,G,B,S,2,12,2,2,2,4,4,0,3,1,2
MI,40,H,F,2,G,B,T,2,9,1,12,9,2,1,1,3,1,2
other,34,H,M,2,D,B,T,1,11,12,1,4,6,7,0,3,0,4
other,17,H,F,3,F,B,S,2,10,8,8,10,4,5,0,2,0,2
WA,36,H,F,3,D,C,T,2,2,2,12,2,3,3,0,2,1,4
IN,16,U,M,3,F,B,S,2,11,12,3,2,3,2,0,2,0,4
IL,34,H,M,2,E,A,T,1,6,2,3,2,4,4,0,3,0,2
CA,46,H,F,3,F,C,R,2,7,10,1,2,4,4,0,2,1,4
other,43,H,M,3,F,C,R,2,5,10,10,5,2,1,0,2,1,2
WA,27,H,F,3,E,A,C,2,6,12,6,3,4,5,0,2,1,2
other,51,U,M,1,E,D,R,3,10,12,12,1,2,1,0,2,0,1
CA,16,H,M,3,G,A,S,2,5,3,7,2,6,5,0,2,1,1
CA,24,H,M,2,E,A,C,1,11,3,9,10,11,11,0,3,1,3
TX,18,H,M,3,E,A,S,2,12,12,12,10,5,4,0,3,1,2
CA,24,H,M,2,E,B,C,1,5,5,9,5,4,4,0,0,0,3
IL,5,H,F,3,E,A,U,2,4,10,12,8,4,4,0,3,1,2
FL,28,H,F,3,F,B,C,2,1,9,10,1,6,6,1,2,0,4
other,14,H,F,3,E,B,S,1,1,12,2,1,9,9,1,4,1,2
MI,18,U,F,2,E,A,S,2,2,9,3,10,5,5,0,3,0,3
WI,40,H,F,3,E,D,T,2,3,7,9,2,3,3,0,3,1,2
GA,27,H,M,3,F,A,C,2,9,2,3,9,6,6,0,3,1,1
other,44,H,F,3,F,D,R,2,11,7,10,11,4,4,2,2,0,4
GA,37,H,M,3,G,C,T,2,10,1,1,10,2,2,0,3,0,1
CA,11,H,F,3,G,A,S,1,5,1,1,5,12,10,0,3,1,1
CA,20,H,F,2,G,A,S,2,1,12,12,1,5,5,0,1,1,2
IL,21,H,M,3,G,A,S,3,4,12,1,9,4,4,0,3,1,1
other,51,H,F,3,D,C,R,3,3,7,3,1,2,1,0,1,1,4
CA,2,U,F,1,F,A,U,1,11,4,4,11,7,7,1,4,0,1
MI,30,U,F,3,G,B,C,3,3,12,12,3,3,3,0,2,1,1
other,5,H,M,3,E,B,U,2,3,12,1,9,10,9,0,0,0,3
GA,30,H,M,2,G,B,C,3,11,1,1,11,3,3,0,2,1,1
other,45,U,M,2,D,C,R,2,12,5,3,2,2,2,0,2,0,4
other,35,H,M,2,G,B,T,1,4,12,12,11,3,2,0,3,0,2
FL,25,H,F,2,F,C,C,2,1,1,1,1,2,2,0,2,1,1
CA,27,H,other,1,F,B,C,2,5,12,12,3,3,3,0,1,1,1
other,28,H,F,3,D,B,C,2,9,2,3,9,2,2,0,3,0,4
other,51,H,M,3,G,D,R,3,10,1,1,8,1,1,0,2,0,1
MO,32,H,F,3,F,B,C,3,2,12,12,2,3,2,0,2,0,1
other,47,U,M,3,F,D,R,2,10,8,2,10,2,1,0,2,0,3
FL,16,H,F,2,F,A,S,2,3,4,4,3,4,4,0,2,0,1
CA,14,H,F,3,E,A,S,1,11,6,3,11,12,11,1,3,0,3
CA,13,H,F,3,F,A,S,1,9,1,1,9,7,8,1,2,1,2
CA,11,H,F,3,D,A,S,1,10,2,11,2,12,12,0,5,0,3
TX,40,H,F,3,E,A,T,2,11,4,12,10,2,3,0,3,1,2
TX,28,H,F,3,D,B,C,2,3,8,3,2,3,3,0,2,1,3
CA,22,U,M,3,E,A,C,1,1,1,1,1,7,8,0,3,1,3
other,17,H,F,2,F,B,S,2,1,8,1,1,0,0,0,0,0,3
CA,24,H,M,2,F,A,C,1,10,12,12,4,7,8,1,3,1,1
CA,19,H,F,3,E,A,S,2,12,2,11,2,6,6,0,2,0,3
WA,35,H,F,3,G,C,T,1,12,6,6,9,5,5,0,3,1,3
other,11,U,F,3,F,B,S,1,9,9,9,9,3,4,0,3,1,1
FL,41,U,M,3,F,A,T,3,12,9,10,12,3,2,1,1,0,1
WI,17,H,F,2,E,B,S,2,2,5,12,11,5,4,0,3,1,1
other,38,U,F,3,F,D,T,2,6,12,4,12,3,3,0,2,1,1
CA,27,H,F,3,D,A,C,2,12,4,11,1,4,5,0,2,0,4
other,37,H,F,2,D,C,T,2,9,3,10,7,4,3,0,2,0,3
FL,32,H,F,1,E,A,C,3,3,9,12,3,2,2,0,2,1,1
MI,44,U,M,1,E,B,R,2,2,11,11,2,3,2,0,3,1,3
NC,53,H,F,3,F,D,R,3,1,4,4,1,1,0,0,2,0,1
MI,14,H,F,3,G,A,S,1,12,5,5,12,11,9,0,4,0,1
MO,38,H,F,3,F,D,T,2,1,9,9,1,2,2,0,2,1,1
FL,21,H,F,3,F,A,S,3,10,2,2,10,4,4,0,2,1,2
TX,52,H,F,2,F,B,R,3,3,1,1,3,2,1,0,2,0,1
FL,53,H,F,2,E,C,R,3,10,12,2,1,2,2,0,2,0,2
IL,40,H,M,3,F,B,T,2,3,12,11,4,4,4,0,3,1,1
CA,6,H,F,3,F,A,U,2,3,12,6,1,9,8,0,5,0,1
NC,49,U,F,3,E,B,R,2,5,4,9,11,3,2,0,2,1,3
CA,17,H,M,3,G,A,S,2,3,3,3,11,7,7,0,3,0,3
IL,2,H,M,3,E,A,U,1,11,9,11,2,5,6,0,3,1,3
other,51,H,M,3,E,D,R,3,7,6,6,7,1,1,0,2,1,2
CA,42,H,M,3,D,B,R,1,3,7,6,2,3,2,0,2,0,4
IL,45,U,F,3,F,D,R,2,12,12,12,12,2,2,0,2,1,1
MO,40,H,F,3,E,B,R,2,1,12,1,7,4,4,0,3,1,4
GA,38,H,M,3,F,C,T,2,4,11,2,4,3,3,0,2,1,4
other,35,U,M,2,G,B,T,1,10,10,10,10,4,4,0,4,0,1
other,12,H,F,3,G,B,S,1,11,12,12,11,7,7,0,3,0,1
other,45,H,F,3,E,D,R,2,3,10,3,10,2,1,0,2,0,4
CA,8,U,F,2,F,A,U,3,12,12,12,12,5,5,0,2,0,1
other,38,H,F,3,D,C,T,2,6,9,3,3,3,2,0,2,1,4
other,51,H,F,2,F,D,R,3,9,11,5,2,2,1,0,1,1,1
TX,27,H,M,3,D,C,C,2,12,12,12,2,3,3,0,2,1,3
CA,11,H,F,2,G,A,S,1,5,12,12,5,6,7,0,2,0,1
TX,12,H,M,3,F,A,S,1,4,1,1,4,9,9,0,3,1,2
WI,45,H,M,3,E,B,R,2,7,11,1,7,3,2,0,2,0,3
WA,26,U,F,3,D,B,C,2,10,9,11,12,6,6,0,2,1,4
other,26,H,F,2,G,B,C,2,7,7,7,7,2,2,1,2,0,1
MI,5,H,F,3,D,A,U,2,4,6,1,1,6,6,5,3,1,4
other,21,H,F,3,F,B,S,3,10,11,11,10,5,5,0,2,0,2
other,24,H,F,3,E,C,C,1,10,11,2,10,5,6,0,2,1,4
MI,10,U,F,2,F,A,U,4,3,3,3,3,3,3,0,3,0,1
TX,39,H,F,3,F,A,T,2,11,7,7,11,5,5,0,3,0,1
CA,19,H,F,3,F,A,S,2,12,12,12,12,8,8,0,2,1,1
other,26,H,F,1,E,B,C,2,4,10,11,1,3,3,0,2,1,1
CA,35,H,other,3,F,C,T,1,2,1,1,2,9,8,0,3,0,1
FL,33,H,F,3,D,B,C,3,9,1,3,2,4,3,0,2,1,3
TX,40,H,F,3,F,B,R,2,9,11,11,9,6,5,0,4,0,1
MI,49,H,F,3,F,D,R,2,11,8,12,9,3,1,0,2,0,4
FL,8,H,M,3,F,A,U,3,1,1,1,9,5,4,0,2,0,1
IL,40,H,F,3,G,C,R,2,8,5,12,1,4,4,0,0,1,2
MI,40,U,M,3,E,B,R,2,9,4,5,9,4,4,0,3,1,1
CA,17,H,M,3,F,A,S,2,3,10,3,10,7,7,0,2,0,2
TX,24,H,M,3,F,A,C,1,3,12,12,3,7,7,1,3,1,1
IN,35,U,F,1,F,C,T,1,6,5,12,6,3,2,0,2,1,3
NC,47,U,M,2,E,D,R,2,2,9,2,9,2,2,0,2,1,2
CA,42,H,M,3,F,C,R,1,1,2,2,10,3,3,0,2,1,1
other,51,U,F,1,F,C,R,3,9,9,9,9,2,1,0,2,1,1
WI,41,H,M,3,G,D,T,3,9,11,11,9,2,2,0,2,1,1
MI,30,H,M,3,F,B,C,3,10,8,1,10,3,3,0,2,1,3
IL,12,H,M,3,G,A,S,1,1,7,7,1,5,6,0,2,0,1
TX,46,U,F,2,F,B,R,2,9,9,9,9,3,2,0,4,0,1
other,25,H,M,2,G,B,C,2,2,5,5,2,4,4,0,3,0,1
WA,33,H,F,3,F,A,C,3,9,7,11,9,3,3,0,2,1,2
MO,41,H,F,3,F,A,T,3,10,10,10,10,4,4,0,2,1,1
WI,46,U,M,2,E,C,R,2,2,6,12,2,3,2,0,2,0,3
CA,28,H,F,3,G,D,C,2,1,12,12,1,5,4,0,2,1,1
FL,25,H,M,3,G,B,C,2,12,1,6,12,6,5,0,3,1,1
FL,35,H,F,3,F,B,T,1,1,1,1,1,11,7,0,4,1,1
other,12,H,F,3,G,B,S,1,12,1,1,10,3,2,0,2,1,1
other,27,U,F,2,F,B,C,2,4,9,6,2,4,2,0,2,1,1
WA,44,H,F,2,F,C,R,2,5,6,7,12,2,2,0,2,0,1
TX,40,H,M,2,E,B,T,2,9,3,4,9,3,3,0,3,0,1
CA,51,H,F,3,F,D,R,3,2,11,1,1,3,2,0,2,0,4
IL,13,H,M,3,G,A,S,1,4,1,1,9,12,8,0,4,0,2
other,30,H,F,3,E,B,C,3,12,11,6,4,2,3,2,2,1,2
other,43,H,F,3,F,C,R,2,3,7,11,9,2,1,0,2,0,2
TX,12,H,F,3,G,A,S,1,12,4,4,12,5,4,0,3,1,1
FL,18,H,M,1,D,B,S,2,9,2,1,9,5,5,0,2,1,3
TX,51,H,M,2,G,D,R,3,7,1,1,7,2,1,0,2,0,2
IN,11,U,F,3,F,B,S,1,12,6,6,10,3,3,0,2,1,2
other,21,H,F,3,D,D,S,3,1,12,12,1,3,2,0,2,1,4
other,24,H,M,3,G,C,C,1,6,6,6,6,5,5,0,3,1,1
GA,39,U,F,2,F,A,T,2,7,6,7,6,7,7,0,2,0,1
WI,26,U,M,3,F,B,C,2,5,10,10,5,6,6,0,0,1,2
other,43,H,F,3,G,D,R,2,10,10,10,10,1,1,0,3,0,1
other,40,U,F,2,F,B,R,2,2,12,12,2,4,5,1,3,0,1
MI,4,H,F,3,G,A,U,2,10,9,9,10,4,4,0,4,1,1
other,7,U,F,3,F,A,U,2,10,5,5,1,3,3,0,2,1,1
CA,45,U,F,3,E,C,R,2,12,11,9,11,4,4,0,1,1,1
TX,24,H,F,3,D,C,C,1,9,1,1,9,6,7,0,0,1,4
other,16,H,F,3,G,B,S,2,7,8,1,1,3,3,4,2,1,2
CA,46,H,other,2,G,A,R,2,7,3,12,7,4,3,0,2,0,1
CA,10,H,F,3,G,A,U,4,2,12,12,2,4,4,0,1,0,2
CA,27,H,F,3,F,B,C,2,2,2,2,2,4,4,0,2,1,1
IL,13,H,F,3,F,A,S,1,2,10,12,8,13,4,0,4,1,4
CA,22,H,M,3,F,B,C,1,9,6,2,9,5,4,0,1,1,1
GA,18,H,F,3,F,A,S,2,4,6,6,4,6,5,0,2,1,2
other,43,H,M,2,G,B,R,2,11,11,11,11,3,1,0,2,0,1
other,43,U,M,3,F,C,R,2,2,3,3,2,2,1,0,2,1,1
CA,24,H,M,3,G,A,C,1,10,12,12,1,9,8,0,3,0,4
MI,21,H,F,2,F,A,S,3,2,12,3,2,4,3,0,3,0,1
IN,10,U,F,3,F,B,U,4,10,5,5,10,3,3,0,0,0,1
other,39,H,F,3,G,C,T,2,1,8,4,2,4,3,0,3,1,1
other,45,H,F,3,F,D,R,2,10,6,7,10,2,1,0,2,0,3
MI,10,H,F,3,F,A,U,4,3,11,11,3,4,4,0,2,0,2
WA,27,H,F,3,E,C,C,2,12,12,12,6,5,4,1,2,0,2
other,48,H,M,3,F,B,R,2,10,12,11,4,3,3,0,2,0,1
GA,35,H,M,3,F,B,T,1,11,4,10,10,3,2,0,1,1,2
IN,18,H,M,2,F,B,S,2,12,11,11,12,4,3,0,2,0,1
other,16,H,F,3,E,B,S,2,7,2,6,10,3,3,0,2,1,1
FL,37,H,M,3,D,A,T,2,10,4,1,1,4,2,2,2,1,4
other,43,H,M,3,D,B,R,2,11,10,9,4,2,1,0,2,1,4
CA,40,U,F,1,F,A,R,2,11,9,2,11,12,11,0,3,0,1
other,43,U,F,3,D,B,R,2,9,10,12,8,3,2,0,3,1,4
MO,45,U,M,2,G,D,R,2,10,10,10,10,2,2,0,2,0,1
other,39,U,F,3,F,C,T,2,12,6,6,10,2,2,0,4,1,1
other,34,H,M,3,F,B,T,1,1,1,1,1,4,4,0,2,0,1
IL,26,H,F,3,F,B,C,2,6,1,6,1,3,3,0,2,0,1
GA,30,H,M,3,E,B,C,3,12,9,3,9,2,2,0,1,1,4
FL,42,U,F,3,E,D,R,1,4,5,3,2,4,4,0,2,0,1
other,22,U,F,3,F,B,C,1,12,3,12,10,4,4,0,2,1,1
TX,35,H,F,3,F,A,T,1,9,8,12,9,5,6,0,3,0,4
other,14,H,M,3,F,B,S,1,10,8,10,2,6,4,0,3,0,1
other,44,H,M,3,E,B,R,2,1,11,12,1,3,2,0,2,1,3
IN,44,H,F,3,F,C,R,2,7,6,6,7,2,2,0,2,1,1
other,10,U,F,3,F,B,U,4,1,1,1,1,2,2,0,2,1,1
other,40,U,F,2,E,C,R,2,7,1,1,7,2,1,0,2,1,3
WA,21,H,M,2,G,B,S,3,1,12,12,1,3,3,0,2,0,2
CA,25,H,F,2,D,A,C,2,4,1,1,9,4,5,0,0,0,4
WI,44,U,M,2,F,B,R,2,1,11,11,1,2,1,0,3,1,1
other,14,H,M,2,F,B,S,1,10,9,9,10,6,3,0,5,1,1
MO,28,H,M,2,G,B,C,2,3,4,2,12,4,4,0,2,1,2
TX,22,H,M,3,G,A,C,1,4,11,11,10,11,9,0,3,0,2
TX,24,H,F,3,F,A,C,1,1,1,1,1,5,6,0,3,1,1
CA,20,H,M,3,E,A,S,2,9,9,2,9,6,6,0,3,1,3
FL,21,U,M,3,F,A,S,3,6,4,12,2,5,5,0,2,1,2
IL,45,U,F,2,E,C,R,2,7,9,9,2,2,1,1,2,0,2
CA,46,H,F,3,F,D,R,2,7,7,7,7,3,2,0,2,1,1
CA,2,H,F,3,F,A,U,1,8,1,8,1,9,9,0,3,0,2
other,35,H,F,3,F,D,T,1,6,1,1,6,5,4,0,2,1,1
NC,36,H,M,3,E,B,T,2,2,9,9,2,2,2,0,2,1,2
WI,31,H,M,3,F,C,C,3,10,3,3,8,2,2,0,2,1,1
other,22,H,M,3,E,B,C,1,2,9,2,1,3,3,0,2,1,4
other,4,H,F,3,E,D,U,2,4,12,12,1,3,3,0,3,0,2
CA,46,H,F,1,D,C,R,2,1,2,7,9,4,2,0,2,0,3
NC,24,H,F,3,E,B,C,1,1,4,3,1,4,4,0,2,0,3
FL,13,H,F,3,G,A,S,1,7,3,3,7,6,6,0,5,0,2
CA,52,H,F,3,E,B,R,3,4,11,12,1,2,1,0,2,0,3
FL,28,H,F,3,E,A,C,2,12,2,7,12,4,3,0,2,1,1
IL,14,H,M,3,F,A,S,1,1,3,5,1,6,6,0,4,1,1
CA,38,H,M,3,F,B,T,2,4,12,11,3,5,5,3,2,0,1
other,11,H,M,3,G,B,S,1,10,11,11,11,9,9,0,0,1,2
FL,8,H,M,3,G,A,U,3,10,9,7,10,5,4,1,2,1,1
IL,10,H,F,3,F,A,U,4,4,11,3,9,3,3,0,4,0,2
other,36,H,M,2,F,C,T,2,5,2,2,5,2,2,0,2,0,2
other,43,U,M,2,E,D,R,2,8,4,2,12,2,1,0,2,0,2
CA,9,U,F,1,F,A,U,3,12,3,12,3,6,6,0,2,0,2
CA,4,H,M,3,F,A,U,2,9,9,9,9,6,7,1,2,1,1
other,31,H,F,3,E,B,C,3,4,12,12,4,12,9,0,4,0,2
other,39,U,F,3,F,C,T,2,4,12,8,4,3,2,0,2,1,3
CA,8,U,F,2,G,A,U,3,9,7,7,9,6,6,1,2,0,1
GA,50,H,M,2,E,D,R,3,4,11,11,5,1,1,0,2,0,1
other,44,H,M,3,F,B,R,2,5,1,1,9,3,2,0,2,0,1
WA,35,H,F,3,F,C,T,1,9,6,12,1,3,3,0,2,0,4
other,18,U,M,1,F,B,S,2,2,2,2,2,4,4,1,2,1,1
CA,24,H,F,1,F,A,C,1,10,10,10,10,11,10,1,4,1,1
MO,8,U,M,2,E,A,U,3,12,1,1,10,3,3,0,2,0,3
other,47,H,M,3,E,D,R,2,2,10,2,10,2,1,0,2,1,3
other,41,U,F,3,F,B,T,3,5,11,5,11,2,2,0,1,1,2
CA,44,H,F,3,F,D,R,2,4,9,9,4,3,2,0,2,0,1
TX,43,H,F,3,F,C,R,2,3,1,1,1,2,2,0,2,1,2
IL,8,H,M,3,F,A,U,3,1,2,2,2,4,4,0,3,1,2
CA,25,H,M,3,G,A,C,2,3,12,1,3,7,7,0,3,0,2
CA,3,H,F,3,F,A,U,1,2,11,3,2,11,11,0,2,0,2
other,40,H,F,3,F,C,T,2,2,1,2,1,3,3,0,2,1,2
FL,13,H,F,3,D,B,S,1,2,9,2,2,10,8,2,4,1,4
other,43,H,M,3,G,C,R,2,2,3,1,7,3,2,0,2,1,4
other,16,H,M,3,F,B,S,2,7,12,12,3,4,3,0,2,1,1
CA,27,H,F,3,F,B,C,2,11,11,4,1,6,4,0,3,0,1
CA,26,H,F,3,F,A,C,2,11,11,12,5,5,5,1,3,0,2
other,26,H,M,3,E,B,C,2,1,12,2,12,2,3,1,3,1,2
CA,30,U,F,2,G,A,C,3,8,12,12,11,5,4,0,2,0,1
FL,24,H,F,2,G,C,C,1,9,12,10,9,4,3,0,3,0,1
TX,12,H,F,3,F,B,S,1,10,10,10,10,3,3,2,2,1,1
other,51,U,F,2,F,D,R,3,1,3,3,1,1,1,0,2,0,1
GA,18,H,F,3,E,A,S,2,4,4,2,4,5,5,0,2,1,4
TX,10,U,F,1,D,A,U,4,4,5,12,4,3,3,0,2,1,3
NC,24,H,F,3,E,B,C,1,6,11,10,12,4,4,0,2,0,1
other,53,U,F,2,E,D,R,3,1,7,7,12,1,1,0,2,0,4
CA,35,H,F,3,D,B,T,1,1,2,2,2,8,5,0,3,0,4
other,41,H,M,3,E,B,T,3,8,10,12,9,2,2,0,1,0,4
GA,11,H,other,3,E,A,S,1,1,10,12,2,12,10,0,4,1,3
IN,30,H,M,2,F,D,C,3,10,5,5,10,2,2,0,3,0,1
FL,27,H,M,3,E,A,C,2,4,12,12,9,5,5,1,3,1,1
IN,25,U,M,3,E,A,C,2,7,2,7,1,4,3,1,2,1,1
other,34,H,M,3,G,B,T,1,3,5,10,5,3,4,0,3,1,2
other,27,U,F,3,G,C,C,2,2,1,1,3,2,3,0,2,0,1
WA,35,U,F,2,F,A,T,1,2,10,10,2,6,6,0,2,0,1
CA,16,U,M,2,E,B,S,2,7,12,12,10,0,0,0,2,0,2
IL,42,H,M,2,F,A,R,1,1,6,6,1,4,2,0,3,0,1
other,31,H,M,3,E,B,C,3,7,6,10,6,3,3,0,2,1,3
other,36,H,F,3,F,D,T,2,7,11,11,7,3,2,0,1,1,1
other,38,U,M,2,D,B,T,2,4,4,3,10,3,2,0,2,0,4
FL,28,H,F,3,G,B,C,2,3,9,9,3,3,3,0,2,1,1
FL,36,H,F,2,F,A,T,2,5,4,1,4,0,0,0,0,0,2
other,35,H,F,3,F,B,T,1,10,9,10,9,7,6,1,3,1,1
other,44,H,F,3,E,D,R,2,2,3,2,2,3,3,0,3,0,3
other,49,H,F,3,F,C,R,2,12,12,12,12,3,3,1,2,1,1
other,17,U,M,1,F,B,S,2,2,2,2,2,6,5,0,4,0,1
other,11,H,F,2,F,B,S,1,3,3,3,3,11,10,0,2,1,1
other,49,H,F,3,F,C,R,2,11,12,12,11,2,1,0,2,1,2
other,19,H,F,3,F,B,S,2,1,9,9,1,5,3,0,2,1,1
CA,7,H,F,3,F,A,U,2,9,10,10,9,7,7,0,1,0,2
CA,9,H,F,3,F,A,U,3,2,10,2,9,6,6,0,3,0,3
other,24,U,F,1,E,B,C,1,5,1,1,5,2,2,0,2,1,1
WA,27,H,F,3,F,A,C,2,1,12,12,1,7,6,0,2,1,1
other,35,H,M,2,G,B,T,1,1,1,1,1,10,8,0,3,1,1
CA,31,H,F,3,F,A,C,3,2,1,1,2,5,5,0,2,0,1
FL,53,U,M,3,F,B,R,3,2,12,12,2,3,3,0,2,1,3
other,27,H,other,3,E,B,C,2,6,11,12,11,3,3,0,2,1,2
IL,40,H,F,3,F,B,R,2,3,2,6,8,3,3,0,3,0,2
other,11,H,M,3,F,B,S,1,6,6,6,6,5,5,0,2,0,1
IN,29,H,F,3,F,B,C,2,9,12,4,9,5,5,0,3,0,1
other,49,H,F,3,F,D,R,2,7,12,12,11,3,2,0,2,1,3
other,40,H,M,3,E,D,T,2,9,3,11,9,3,2,0,2,1,3
IL,40,H,F,3,F,B,T,2,7,11,11,2,3,2,0,2,1,1
other,45,H,F,3,E,D,R,2,10,12,12,10,2,2,0,2,1,3
other,43,H,F,3,F,B,R,2,4,11,11,1,2,1,0,2,1,1
GA,50,H,F,3,F,B,R,3,5,11,5,1,1,1,1,4,1,1
GA,34,H,M,3,E,D,T,1,7,11,12,7,1,2,0,2,1,3
other,47,H,F,3,G,C,R,2,9,8,12,11,2,2,0,2,0,2
MI,38,U,F,3,E,B,T,2,10,1,1,12,2,2,2,3,1,1
CA,40,H,M,3,F,A,T,2,10,12,12,10,4,3,0,2,1,1
WI,27,H,F,3,F,A,C,2,3,3,3,3,4,4,0,3,0,1
CA,17,H,F,3,G,A,S,2,9,9,11,9,5,5,0,2,0,1
other,31,H,F,1,F,B,C,3,11,3,3,1,3,2,0,2,0,2
TX,23,U,M,3,F,B,C,1,1,12,12,1,4,4,0,3,1,1
CA,44,H,M,2,G,B,R,2,6,6,6,6,3,3,0,2,0,1
FL,23,H,F,3,G,A,C,1,5,12,12,1,7,7,2,2,0,2
TX,45,U,other,2,D,D,R,2,10,11,12,10,1,1,0,2,0,4
MI,39,U,F,3,D,D,T,2,6,12,6,6,3,3,1,3,1,3
FL,28,H,F,3,G,C,C,2,11,11,12,11,4,3,1,2,1,4
IN,12,H,M,3,F,B,S,1,11,9,12,10,3,3,0,2,1,1
WI,24,U,F,3,F,C,C,1,1,11,1,1,4,4,0,3,1,2
other,41,H,F,3,G,B,T,3,7,4,2,5,3,3,0,3,0,4
MI,21,H,M,3,G,A,S,3,9,7,12,9,4,4,0,2,0,3
other,45,H,F,3,F,B,R,2,9,8,12,9,0,0,0,0,0,2
FL,5,H,F,3,E,A,U,2,11,3,12,11,5,5,0,2,1,4
IL,9,U,F,1,G,A,U,3,6,12,12,6,4,4,0,3,1,2
FL,45,H,F,3,F,A,R,2,12,4,12,2,3,2,0,1,1,3
WA,6,H,M,3,F,A,U,2,7,5,5,7,5,6,0,3,0,1
CA,20,H,F,3,D,A,S,2,9,2,2,8,5,6,0,2,1,4
other,40,U,M,1,D,D,R,2,11,2,12,3,4,3,0,3,0,4
